label,joint,joint_idx,mean_mag_deg,max_mag_deg,std_mag_deg
mv_constrained,b_a_1,1,8.465189198330688,15.069239629336153,3.2744414240184985
mv_constrained,b_a_2,2,15.579877518515602,65.22894883234146,13.788225236162974
mv_constrained,b_a_3,3,18.153671284903186,23.999505378232982,2.0044388675608054
mv_constrained,b_a_4,4,10.958926533698987,16.995814418839256,3.6620476061873704
mv_constrained,b_a_5,5,5.649274416410607,8.57064330018577,0.9170701539149363
mv_constrained,l_1_co_r,6,13.32122808893906,23.512257388041938,4.611587120306353
mv_constrained,l_1_tr_r,7,9.19754838541325,24.774105101786095,5.511655102849456
mv_constrained,l_1_fe_r,8,5.98254724943517,8.052941879970431,0.8854443812589637
mv_constrained,l_1_ti_r,9,19.976714566797686,29.607943765104004,4.513170594833646
mv_constrained,l_1_ta_r,10,12.23418410020161,26.641782906499373,6.40668241719324
mv_constrained,l_1_pt_r,11,7.280983837478369,9.846250532641552,1.5002882601134084
mv_constrained,l_2_co_r,12,19.975905851505747,30.002494259495094,3.088107363827372
mv_constrained,l_2_tr_r,13,7.021581645015219,10.981317779799785,1.557463600069462
mv_constrained,l_2_fe_r,14,7.02539056827054,9.688997446481183,0.946152133474774
mv_constrained,l_2_ti_r,15,10.872585663918759,21.314250968446192,4.6220302107568285
mv_constrained,l_2_ta_r,16,10.857996193975955,23.209524524726138,4.469750483168484
mv_constrained,l_2_pt_r,17,6.327674043189426,9.461303835455322,1.3821436982358797
mv_constrained,l_3_co_r,18,13.895180030483273,18.976343282043622,1.7641469266490124
mv_constrained,l_3_tr_r,19,16.816325873708827,21.893301148413475,1.9198502003241225
mv_constrained,l_3_fe_r,20,3.7415702719645823,7.0069868785680045,1.0247062114528085
mv_constrained,l_3_ti_r,21,7.275773586527483,14.84616085541525,3.085578203041455
mv_constrained,l_3_ta_r,22,32.174323360744246,40.42992731348419,4.013353002870996
mv_constrained,l_3_pt_r,23,5.905679964719668,9.56123924963767,1.6154475647851996
mv_constrained,w_1_r,24,5.550368761844933,8.506846381583435,1.154411655661582
mv_constrained,w_2_r,25,3.547656297513822,4.930675359869302,0.4354123696280089
mv_constrained,l_1_co_l,26,15.76297730635867,27.09912398337969,3.872073774936121
mv_constrained,l_1_tr_l,27,14.714564119625477,26.340900576569318,4.990939785481712
mv_constrained,l_1_fe_l,28,6.11184568686444,11.396988670968833,1.6228814655038266
mv_constrained,l_1_ti_l,29,10.355594029309046,21.687976012234735,4.749763140588239
mv_constrained,l_1_ta_l,30,16.44705237292787,25.426649572286706,2.8567228710486323
mv_constrained,l_1_pt_l,31,10.05878539063208,13.068384641450074,1.2262032580583848
mv_constrained,l_2_co_l,32,24.11237258846515,31.283892883152948,2.7558739849885443
mv_constrained,l_2_tr_l,33,10.482200949732192,17.080784108371923,3.333281919897664
mv_constrained,l_2_fe_l,34,5.601973296787807,8.361890704637432,0.9374954916371464
mv_constrained,l_2_ti_l,35,14.062631112331573,25.68076719068886,4.861363674073734
mv_constrained,l_2_ta_l,36,18.39173715358628,32.52734134419125,6.444314708106979
mv_constrained,l_2_pt_l,37,7.250314519289869,10.876701396244384,1.6073407148987686
mv_constrained,l_3_co_l,38,7.6809516905827,14.354170181071375,1.829848325820487
mv_constrained,l_3_tr_l,39,9.719132628015043,21.532992465184808,4.810727645437264
mv_constrained,l_3_fe_l,40,4.88533020657913,9.885340217816418,1.5536257717552466
mv_constrained,l_3_ti_l,41,20.61970030521078,31.76377041166509,3.8948180417115372
mv_constrained,l_3_ta_l,42,26.881613467468394,37.19016846374819,3.833500590994542
mv_constrained,l_3_pt_l,43,9.14956725654258,12.949746426564262,1.5005190006378881
mv_constrained,w_1_l,44,4.928232811551398,9.196658097660126,2.14528373921697
mv_constrained,w_2_l,45,5.683139976973295,8.396552843652323,0.9885424440908392
mv_constrained,b_h,46,4.317438292578583,11.928156779244798,1.9142481439655958
mv_constrained,ma_r,47,15.35487631106164,18.708436546134237,1.6127212743671462
mv_constrained,an_1_r,48,20.304243439943566,39.070899142069216,4.29533190886329
mv_constrained,an_2_r,49,12.992109258545838,20.25278087158954,2.8950113375972477
mv_constrained,an_3_r,50,5.2949499334597885,7.216357269367637,0.4953381333937686
mv_constrained,ma_l,51,3.069121424303134,6.198958216537205,1.1644840126142568
mv_constrained,an_1_l,52,38.775334975520124,55.41320923560293,5.2041736508952585
mv_constrained,an_2_l,53,7.767701225821861,16.797058882119998,3.6531791783807286
mv_constrained,an_3_l,54,5.756039091890436,9.768520155538486,1.7521236101381976
