label,joint,joint_idx,axis,min_rad,max_rad,mean_rad,std_rad,rom_rad,min_deg,max_deg,rom_deg
mv_constrained,b_a_1,1,x,-0.06250099837779999,0.1668744683265686,0.03460291625302555,0.03527062230328981,0.2293754667043686,-3.581043422401944,9.561202743601914,13.142246166003858
mv_constrained,b_a_1,1,y,-0.34151044487953186,0.17064668238162994,-0.07428400748265324,0.10765987792183637,0.5121571272611618,-19.56710715123231,9.77733468837686,29.34444183960917
mv_constrained,b_a_1,1,z,-0.4027424454689026,0.3912736773490906,0.025455351758621368,0.1139687514863634,0.7940161228179932,-23.075442356145825,22.418330346666405,45.49377270281223
mv_constrained,b_a_2,2,x,-0.24254055321216583,0.1045631468296051,-0.0855629379067098,0.042833861612110495,0.34710370004177094,-13.896550059825264,5.991027005943107,19.887577065768372
mv_constrained,b_a_2,2,y,-0.22834080457687378,1.3124459981918335,0.0798263256905675,0.26798711936672337,1.5407868027687073,-13.082964392876379,75.19761653522653,88.2805809281029
mv_constrained,b_a_2,2,z,-0.5038734674453735,0.35354503989219666,-0.0348744244341908,0.10594134982214073,0.8574185073375702,-28.869823093242385,20.256638653607194,49.12646174684958
mv_constrained,b_a_3,3,x,-0.21252404153347015,0.11024277657270432,-0.018373646163082978,0.04655999925639424,0.32276681810617447,-12.176730624930856,6.3164458194196635,18.49317644435052
mv_constrained,b_a_3,3,y,-0.21418479084968567,0.48940885066986084,-0.0033309432907464354,0.16467513554205346,0.7035936415195465,-12.271884551579243,28.04106159973138,40.31294615131062
mv_constrained,b_a_3,3,z,-0.08101321011781693,0.140614315867424,0.03540087051568081,0.030690549140432594,0.22162752598524094,-4.641715024557448,8.056606838322839,12.698321862880288
mv_constrained,b_a_4,4,x,-0.08713400363922119,0.05422808602452278,-0.01883291419722964,0.022677397368691676,0.14136208966374397,-4.99241066060493,3.1070404602775183,8.09945112088245
mv_constrained,b_a_4,4,y,-0.31273335218429565,0.07875511795282364,-0.1196083837870375,0.08401341776124853,0.3914884701371193,-17.918301193138525,4.512335873751774,22.430637066890302
