label,mode,checkpoint,checkpoint_epoch,n_axes,violating_axes,mean_viol_rate,mean_overshoot_deg,max_overshoot_deg,mpjpe_mm,median_mpjpe_mm,n_mpjpe_mm,median_n_mpjpe_mm,pa_mpjpe_mm,median_pa_mpjpe_mm,fitted_global_scale,pck_5px_native,pck_5px_input,smal_file,benchmark_report
sv_constrained,singleview,/hpcwork/mkd34160/smilify_runs/singleview_2d_lam0/checkpoints/best_model.pth,190,162,99,16.90856931063659,5.066737117407399,132.74124141517382,242.0276,253.2117,10.7012,8.2661,4.7738,4.0446,2.69145,,,3D_model_prep/SMILy_STICK_limits_authored.pkl,/rwthfs/rz/cluster/home/mkd34160/2d/SMILify/prior_study_results_2d/lam0/sv_constrained/benchmark_singleview_sv_constrained_lam0_on_SMILySTICKS_centred_reprojected_FIXED/benchmark_report.txt
