label,mode,checkpoint,checkpoint_epoch,n_axes,violating_axes,mean_viol_rate,mean_overshoot_deg,max_overshoot_deg,mpjpe_mm,median_mpjpe_mm,n_mpjpe_mm,median_n_mpjpe_mm,pa_mpjpe_mm,median_pa_mpjpe_mm,fitted_global_scale,pck_5px_native,pck_5px_input,smal_file,benchmark_report
sv_constrained,singleview,/hpcwork/mkd34160/smilify_runs/singleview_2d_lam1e-1/checkpoints/best_model.pth,189,162,28,0.001438662970034357,2.173526281575854e-05,2.07831045121899,238.3068,255.5018,4.1091,3.1156,2.6442,2.1089,2.134633,,,3D_model_prep/SMILy_STICK_limits_authored.pkl,/rwthfs/rz/cluster/home/mkd34160/2d/SMILify/prior_study_results_2d/lam1e-1/sv_constrained/benchmark_singleview_sv_constrained_lam1e-1_on_SMILySTICKS_centred_reprojected_FIXED/benchmark_report.txt
