label,mode,checkpoint,checkpoint_epoch,n_axes,violating_axes,mean_viol_rate,mean_overshoot_deg,max_overshoot_deg,mpjpe_mm,median_mpjpe_mm,n_mpjpe_mm,median_n_mpjpe_mm,pa_mpjpe_mm,median_pa_mpjpe_mm,fitted_global_scale,pck_5px_native,pck_5px_input,smal_file,benchmark_report
sv_constrained,singleview,/hpcwork/mkd34160/smilify_runs/singleview_2d_lam1e-4/checkpoints/best_model.pth,190,162,107,5.0205801957069305,0.1901023156333427,46.33066382898284,241.7587,254.6216,9.8048,7.5609,4.8762,4.1275,2.504298,,,3D_model_prep/SMILy_STICK_limits_authored.pkl,/rwthfs/rz/cluster/home/mkd34160/2d/SMILify/prior_study_results_2d/lam1e-4/sv_constrained/benchmark_singleview_sv_constrained_lam1e-4_on_SMILySTICKS_centred_reprojected_FIXED/benchmark_report.txt
