label,joint,axis,limit_lo_deg,limit_hi_deg,pct_frames_violating,mean_overshoot_deg,max_overshoot_deg
mv_reference,b_a_1,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_1,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_1,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_2,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_2,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_2,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_3,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_3,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_3,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_4,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_4,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_4,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_5,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_5,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,b_a_5,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_1_co_r,x,-25.57999930025592,25.57999930025592,20.07702942919218,0.7107925885436182,30.48636323769703
mv_reference,l_1_co_r,y,-54.280001692616985,54.280001692616985,0.0,0.0,0.0
mv_reference,l_1_co_r,z,-19.99999941818584,88.00000017209338,0.19751135690302193,0.004365042974229858,7.824355647106665
mv_reference,l_1_tr_r,x,-36.1800003920832,54.280001692616985,0.03950227138060439,0.0002706862111697074,1.334260378889066
mv_reference,l_1_tr_r,y,-25.57999930025592,17.049999734522316,0.4937783922575548,0.012609065282586068,11.546769471175885
mv_reference,l_1_tr_r,z,-9.99999970909292,9.99999970909292,47.26446770689314,3.4238672238900048,29.502027110366058
mv_reference,l_1_fe_r,x,-9.99999970909292,9.99999970909292,79.62670353545329,14.73186111496692,56.70563580086759
mv_reference,l_1_fe_r,y,-9.99999970909292,9.99999970909292,20.304167489630654,0.7381289396193801,19.858380568387506
mv_reference,l_1_fe_r,z,-9.99999970909292,9.99999970909292,74.56053723089077,3.366428956322822,14.04841675469956
mv_reference,l_1_ti_r,x,-45.23000104235009,63.3199995308444,0.7604187240766344,0.0068413683266599174,4.6863635442749985
mv_reference,l_1_ti_r,y,-29.840000238423922,21.310000672690315,0.0,0.0,0.0
mv_reference,l_1_ti_r,z,-9.99999970909292,9.99999970909292,66.08730001975114,4.637211366465596,27.393687732461107
mv_reference,l_1_ta_r,x,-54.280001692616985,54.280001692616985,0.5727829350187635,0.009635053636528064,6.507288561905813
mv_reference,l_1_ta_r,y,-25.57999930025592,25.57999930025592,0.0,0.0,0.0
mv_reference,l_1_ta_r,z,-9.99999970909292,9.99999970909292,74.61979063796169,3.9306945893245,14.468820020755722
mv_reference,l_1_pt_r,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_1_pt_r,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_1_pt_r,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_2_co_r,x,-9.99999970909292,9.99999970909292,98.51866482322734,17.7243773802935,59.10232185986838
mv_reference,l_2_co_r,y,-59.92999906084865,59.92999906084865,0.0,0.0,0.0
mv_reference,l_2_co_r,z,-48.9999990868195,71.00000083739013,0.009875567845151097,0.00023508100027416198,2.380430208776164
mv_reference,l_2_tr_r,x,-9.99999970909292,9.99999970909292,43.62038317203239,2.5109476922913885,15.473016630645798
mv_reference,l_2_tr_r,y,-9.99999970909292,9.99999970909292,0.8591744025281454,0.007829253320724481,8.000031527653977
mv_reference,l_2_tr_r,z,-9.99999970909292,9.99999970909292,17.37112383962078,0.2624812344613304,7.209693263318877
mv_reference,l_2_fe_r,x,-9.99999970909292,9.99999970909292,84.49535848311278,17.45123638414488,53.6763171303727
mv_reference,l_2_fe_r,y,-9.99999970909292,9.99999970909292,0.4542761208769504,0.00462559098168906,4.008283707817289
mv_reference,l_2_fe_r,z,-9.99999970909292,9.99999970909292,0.05925340707090658,0.00033631169196197746,0.8671164207952138
mv_reference,l_2_ti_r,x,-49.94000045624792,69.90999826850448,0.009875567845151097,3.262046004848772e-05,0.33031477845098667
mv_reference,l_2_ti_r,y,-9.99999970909292,9.99999970909292,11.781552439265258,0.2853446800751895,9.843207594053402
mv_reference,l_2_ti_r,z,-9.99999970909292,9.99999970909292,20.067153861347027,1.937538697572192,33.90641995513542
mv_reference,l_2_ta_r,x,-59.92999906084865,59.92999906084865,0.07900454276120877,0.0012217209147975256,2.807836126278882
mv_reference,l_2_ta_r,y,-9.99999970909292,9.99999970909292,0.11850681414181316,0.0005778636152095614,1.1878595428980738
mv_reference,l_2_ta_r,z,-9.99999970909292,9.99999970909292,6.478372506419119,0.11205179737042383,9.911147485727518
mv_reference,l_2_pt_r,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_2_pt_r,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_2_pt_r,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_3_co_r,x,-42.02999935959117,42.02999935959117,1.1850681414181314,0.04190889811037679,11.680190386422915
mv_reference,l_3_co_r,y,-42.81999952956236,42.81999952956236,0.0,0.0,0.0
mv_reference,l_3_co_r,z,-79.99999767274336,19.99999941818584,0.928303377444203,0.018911228082295537,11.990957163469325
mv_reference,l_3_tr_r,x,-28.54999948535654,42.81999952956236,36.73711238396208,1.6468829217392944,14.487951380620927
mv_reference,l_3_tr_r,y,-28.020000711425645,42.02999935959117,0.0,0.0,0.0
mv_reference,l_3_tr_r,z,-9.99999970909292,9.99999970909292,99.5951017183488,10.519349286932954,30.12362896635058
mv_reference,l_3_fe_r,x,-9.99999970909292,9.99999970909292,62.53209559549674,8.09502715483722,45.24231416587633
mv_reference,l_3_fe_r,y,-9.99999970909292,9.99999970909292,46.26703535453289,3.986524950615939,38.47176962279072
mv_reference,l_3_fe_r,z,-9.99999970909292,9.99999970909292,88.97886628481137,4.104557647550225,18.324806731781006
mv_reference,l_3_ti_r,x,-35.6899992059319,49.95999925013772,5.125419711633419,0.17006879977966663,10.659012218708893
mv_reference,l_3_ti_r,y,-35.01999862948867,49.03000069274878,0.03950227138060439,0.005006209276415712,17.556215789763225
mv_reference,l_3_ti_r,z,-9.99999970909292,9.99999970909292,20.718941339127,0.721138834194119,23.10736495277917
mv_reference,l_3_ta_r,x,-42.81999952956236,42.81999952956236,0.02962670353545329,0.0026073292710772585,22.02517441275672
mv_reference,l_3_ta_r,y,-42.02999935959117,42.02999935959117,0.0,0.0,0.0
mv_reference,l_3_ta_r,z,-9.99999970909292,9.99999970909292,50.64191190993482,1.4692479633808069,17.04031794137382
mv_reference,l_3_pt_r,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_3_pt_r,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_3_pt_r,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,w_1_r,x,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,w_1_r,y,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,w_1_r,z,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,w_2_r,x,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,w_2_r,y,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,w_2_r,z,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,l_1_co_l,x,-26.55999996501123,26.55999996501123,72.65455263677661,6.413923948366031,40.542080214944335
mv_reference,l_1_co_l,y,-53.79999990341059,53.79999990341059,0.0,0.0,0.0
mv_reference,l_1_co_l,z,-88.00000017209338,19.99999941818584,2.044242543946277,0.07705373631363228,17.7856315987002
mv_reference,l_1_tr_l,x,-53.79999990341059,35.86999859622383,2.449140825597472,0.05506000780581784,8.873891052707286
mv_reference,l_1_tr_l,y,-17.709999206473356,26.55999996501123,0.0,0.0,0.0
mv_reference,l_1_tr_l,z,-9.99999970909292,9.99999970909292,16.04779774837053,0.49406507080040135,8.021772019782128
mv_reference,l_1_fe_l,x,-9.99999970909292,9.99999970909292,77.0195536243334,13.483862241322422,50.10558302474925
mv_reference,l_1_fe_l,y,-9.99999970909292,9.99999970909292,30.594509184278095,1.0965887625995303,12.992032376908707
mv_reference,l_1_fe_l,z,-9.99999970909292,9.99999970909292,52.50839423266838,1.6467457088643653,9.869275011020754
mv_reference,l_1_ti_l,x,-62.76999854792912,44.830001258892054,0.0,0.0,0.0
mv_reference,l_1_ti_l,y,-22.140000137988388,30.98999918897897,0.0,0.0,0.0
mv_reference,l_1_ti_l,z,-9.99999970909292,9.99999970909292,61.6926723286589,1.7507256312021517,9.472782529701515
mv_reference,l_1_ta_l,x,-53.79999990341059,53.79999990341059,0.2567647639739285,0.00742659904893198,6.66905134711381
mv_reference,l_1_ta_l,y,-26.55999996501123,26.55999996501123,0.7110408848508789,0.02974628578881392,9.63890297559998
mv_reference,l_1_ta_l,z,-9.99999970909292,9.99999970909292,68.81295674501284,4.857696675997665,24.01291143293946
mv_reference,l_1_pt_l,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_1_pt_l,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_1_pt_l,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
mv_reference,l_2_co_l,x,-9.99999970909292,9.99999970909292,93.97590361445783,12.582165572819598,49.21827997986206
mv_reference,l_2_co_l,y,-60.000001669652114,60.000001669652114,0.0,0.0,0.0
mv_reference,l_2_co_l,z,-71.00000083739013,48.9999990868195,0.0,0.0,0.0
mv_reference,l_2_tr_l,x,-60.000001669652114,39.99999883637168,0.0,0.0,0.0
mv_reference,l_2_tr_l,y,-9.99999970909292,9.99999970909292,2.9429192178550267,0.06758442176020654,9.596490915948785
mv_reference,l_2_tr_l,z,-9.99999970909292,9.99999970909292,12.107446178155245,0.6904213215249367,17.62918782330835
mv_reference,l_2_fe_l,x,-9.99999970909292,9.99999970909292,83.47817499506222,17.24076334097708,54.53359466366852
mv_reference,l_2_fe_l,y,-9.99999970909292,9.99999970909292,0.02962670353545329,0.00010060111161507597,0.4820260865216636
mv_reference,l_2_fe_l,z,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,l_2_ti_l,x,-69.99999967119774,50.0000002530119,12.25557969583251,0.24350095948003295,6.496274881869168
mv_reference,l_2_ti_l,y,-9.99999970909292,9.99999970909292,0.0,0.0,0.0
mv_reference,l_2_ti_l,z,-9.99999970909292,9.99999970909292,6.498123642109421,0.114122314227073,6.729013577837352
mv_reference,l_2_ta_l,x,-60.000001669652114,60.000001669652114,0.39502271380604387,0.022003877335214406,17.674282439756066
