label,joint,joint_idx,mean_mag_deg,max_mag_deg,std_mag_deg
mv_reference,b_a_1,1,9.591912297734623,25.006793833308674,5.632580940584346
mv_reference,b_a_2,2,12.846446906206411,85.40663258517769,14.080081618397498
mv_reference,b_a_3,3,9.699689897233096,45.40859108444139,10.096200497374241
mv_reference,b_a_4,4,6.624943566490099,17.003787192550853,3.5532193684013067
mv_reference,b_a_5,5,1.685208472495495,6.41875848521305,0.8507937228668349
mv_reference,l_1_co_r,6,25.566711189854274,62.69296824174343,9.137139535890794
mv_reference,l_1_tr_r,7,20.373255693809778,42.28402829173417,6.90849758469531
mv_reference,l_1_fe_r,8,29.340071786286703,71.6536463330733,11.682183663315021
mv_reference,l_1_ti_r,9,31.974693208293065,54.55367030269427,9.341248556010594
mv_reference,l_1_ta_r,10,27.496803584521434,64.1855168688747,9.678539828748086
mv_reference,l_1_pt_r,11,1.7082671855540503,4.955774001654885,0.8148581278696907
mv_reference,l_2_co_r,12,34.60008740143904,73.10278517357392,9.758551237917004
mv_reference,l_2_tr_r,13,13.351140728249147,27.12870517850651,5.451304210675157
mv_reference,l_2_fe_r,14,27.323875263332344,64.30409074560072,14.267984813374998
mv_reference,l_2_ti_r,15,27.794047620375377,66.02182914470647,13.457821917009039
mv_reference,l_2_ta_r,16,22.396602146378196,63.417281474607634,8.744486770659421
mv_reference,l_2_pt_r,17,1.8482199583809211,5.433167547959216,0.8842851300564133
mv_reference,l_3_co_r,18,28.313801518091342,59.09100249932971,7.503814909722621
mv_reference,l_3_tr_r,19,34.65876560439733,55.4939642972064,7.499793188613351
mv_reference,l_3_fe_r,20,26.312468777472773,68.30504426507989,11.496475196620947
mv_reference,l_3_ti_r,21,30.442765600771775,74.85647424923317,10.028059349640996
mv_reference,l_3_ta_r,22,20.00447906549923,73.36276749441285,9.090928895783415
mv_reference,l_3_pt_r,23,1.5909490905106078,6.61724809079972,0.872366388744545
mv_reference,w_1_r,24,1.5430079504716863,5.922753505141445,0.7347639617780469
mv_reference,w_2_r,25,1.7742074087955373,5.691758255105386,0.8319891808761805
mv_reference,l_1_co_l,26,39.88318677696194,80.03047004041176,11.16200029436066
mv_reference,l_1_tr_l,27,15.521241498625717,47.99030850327623,9.72945945608657
mv_reference,l_1_fe_l,28,27.305141124004077,63.802917224070555,12.10681856034762
mv_reference,l_1_ti_l,29,28.561965722380982,46.065976754786334,7.423282585088161
mv_reference,l_1_ta_l,30,24.492808643577025,71.3113226913136,11.028521439645415
mv_reference,l_1_pt_l,31,1.9209549837640156,7.540796890955096,1.1035936737556586
mv_reference,l_2_co_l,32,28.361471092981617,59.40129267669395,8.950085196204352
mv_reference,l_2_tr_l,33,10.343720946613402,29.158450141247933,4.835113086537037
mv_reference,l_2_fe_l,34,26.714343743279276,64.85071705032382,14.253293604075779
mv_reference,l_2_ti_l,35,35.86072787542516,57.04872840611535,9.281780512907812
mv_reference,l_2_ta_l,36,24.022837487338805,79.23798930997131,9.551768911915604
mv_reference,l_2_pt_l,37,1.5675080820335316,5.621552264096691,0.7086103861666487
mv_reference,l_3_co_l,38,27.167661518436002,69.03343773007865,7.693002585177149
mv_reference,l_3_tr_l,39,33.3928279439448,64.21537664004614,7.5904848999190415
mv_reference,l_3_fe_l,40,23.589467209297407,70.61328889536314,11.338788378863828
mv_reference,l_3_ti_l,41,24.58761072283528,44.188991225544775,5.490023468167707
mv_reference,l_3_ta_l,42,19.88473642861634,49.26636307876086,9.477747575233051
mv_reference,l_3_pt_l,43,1.6196749549256166,6.213807300642988,0.8679529939509314
mv_reference,w_1_l,44,15.413812744717825,57.10843486555882,14.694474273037352
mv_reference,w_2_l,45,1.4792057983473084,6.228647928225601,0.8585583296305174
mv_reference,b_h,46,20.627311664457185,58.678479485502635,8.942107501822125
mv_reference,ma_r,47,1.7247104695102407,6.1048275392219065,0.8344520464029282
mv_reference,an_1_r,48,31.01617847416026,62.15745033099166,8.999354222654535
mv_reference,an_2_r,49,6.623862372827952,21.28660886373781,2.6646811317953474
mv_reference,an_3_r,50,1.6297716649864604,6.816214823337683,0.8991708629972109
mv_reference,ma_l,51,1.5675852163445176,5.298471957185732,0.7734761996075707
mv_reference,an_1_l,52,26.25715070140355,67.47347693009249,10.198964733168658
mv_reference,an_2_l,53,12.14462214602157,40.51535838350574,8.814690012165787
mv_reference,an_3_l,54,1.5198208178883459,5.368115675396915,0.7133173736137133
