label,joint,axis,limit_lo_deg,limit_hi_deg,pct_frames_violating,mean_overshoot_deg,max_overshoot_deg
sv_constrained,b_a_1,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_1,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_1,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_2,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_2,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_2,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_3,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_3,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_3,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_4,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_4,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_4,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_5,x,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_5,y,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,b_a_5,z,-180.00000500895632,180.00000500895632,0.0,0.0,0.0
sv_constrained,l_1_co_r,x,-25.57999930025592,25.57999930025592,14.856804266245309,1.2567156888679367,25.436913667333325
sv_constrained,l_1_co_r,y,-54.280001692616985,54.280001692616985,0.9678056488248075,0.03865757987341431,14.687041149643044
sv_constrained,l_1_co_r,z,-19.99999941818584,88.00000017209338,7.013628283626309,0.5599911018043249,29.707740455335795
sv_constrained,l_1_tr_r,x,-36.1800003920832,54.280001692616985,6.922773059450918,1.055403510418193,55.780157121161906
sv_constrained,l_1_tr_r,y,-25.57999930025592,17.049999734522316,20.711040884850878,2.196577785538631,29.07024133405807
sv_constrained,l_1_tr_r,z,-9.99999970909292,9.99999970909292,23.42089670156034,0.9568932185589588,18.484059422469024
sv_constrained,l_1_fe_r,x,-9.99999970909292,9.99999970909292,81.75587596286786,21.897209510188972,117.64246621707865
sv_constrained,l_1_fe_r,y,-9.99999970909292,9.99999970909292,53.211534663243135,17.97759847263686,99.6702099445916
sv_constrained,l_1_fe_r,z,-9.99999970909292,9.99999970909292,65.6666008295477,10.129046214661084,82.00103648633471
sv_constrained,l_1_ti_r,x,-45.23000104235009,63.3199995308444,0.0019751135690302193,1.7243428396425635e-06,0.08730347797110298
